#1
double Demand(10584,4)  #
953	21978	19821	19322
954	23002	20638	20361
955	23674	21240	21455
956	23107	20726	21842
957	23074	20201	20212
958	21922	19422	19676
959	20074	18251	18643
960	18143	16928	17080
961	17806	16005	15605
962	17384	15596	15082
963	17434	15371	15187
964	17185	15322	15146
965	17235	15455	15273
966	18424	16243	15588
967	20296	17706	17031
968	21847	19203	19169
969	22149	19586	20700
970	22068	19656	19969
971	21914	19751	19726
972	21423	19740	19846
973	21817	19548	19729
974	22004	19366	19356
975	21582	19144	19184
976	21201	19138	18922
977	21504	19562	19132
978	22584	20315	19986
979	23438	21023	21068
980	23355	20777	21731
981	22764	20278	20531
982	22192	19494	19779
983	20534	18399	18710
984	18755	16955	17304
985	17239	15964	15511
986	16956	15641	14973
987	16955	15577	15318
988	16647	15494	15513
989	16853	15647	15411
990	17591	16398	15800
991	19507	17800	17149
992	21504	19245	19202
993	21568	19511	20690
994	21680	19412	19777
995	21694	19330	19313
996	21235	19219	19248
997	20691	18982	19108
998	21289	18843	18745
999	20604	18672	18704
1000	20415	18688	18501
1001	20710	18951	18704
1002	21790	19631	19214
1003	22424	20667	20311
1004	22557	20433	21703
1005	22420	20083	20199
1006	21531	19402	19733
1007	20172	18276	18721
1008	17799	16951	17150
1009	17188	16000	15626
1010	16917	15704	15049
1011	16730	15492	15408
1012	16488	15441	15280
1013	16693	15552	15390
1014	17618	16277	15663
1015	19549	17702	17002
1016	21667	19089	19127
1017	22156	19369	20476
1018	21748	19303	19649
1019	21630	19324	19237
1020	22008	19206	19345
1021	21217	18974	19088
1022	20611	18805	18742
1023	20607	18545	18636
1024	19758	18426	18285
1025	20486	18648	18307
1026	21552	19195	18870
1027	22160	20219	19742
1028	22541	19992	21243
1029	22032	19504	19765
1030	20904	18663	19016
1031	19816	17796	17822
1032	17975	16792	16929
1033	17228	15988	15788
1034	16863	15345	15184
1035	16307	15041	14702
1036	15924	14896	14737
1037	15963	14830	14751
1038	16053	15175	14764
1039	17320	15795	15520
1040	17878	16433	16415
1041	18529	17128	17071
1042	19161	17727	17823
1043	19650	17969	18326
1044	19368	17981	18211
1045	19185	17635	17993
1046	18805	17265	17289
1047	18795	17058	16895
1048	18126	17072	16851
1049	18874	17421	17086
1050	20136	18280	17770
1051	20404	18934	19139
1052	20170	18438	19588
1053	19569	17929	17942
1054	18950	17402	17420
1055	17933	16714	16875
1056	16570	15971	16026
1057	16254	15151	15228
1058	15552	14579	14331
1059	14869	14266	14007
1060	14699	14123	13953
1061	14807	14154	13980
1062	15218	14340	14185
1063	15936	14576	14526
1064	16396	15052	14812
1065	17342	15610	15528
1066	17896	16248	16168
1067	18074	16656	16886
1068	18187	16828	17064
1069	17703	16947	17000
1070	17855	16842	17066
1071	17652	16713	16737
1072	17658	16764	16584
1073	18100	17210	16815
1074	19398	17920	17656
1075	19898	18511	18630
1076	19383	18060	19102
1077	18772	17637	17609
1078	17928	17015	17214
1079	17000	16410	16393
1080	15963	15616	15805
1081	15812	14949	14822
1082	15338	14475	14282
1083	15269	14204	14001
1084	15017	14035	13933
1085	15081	14030	13866
1086	15532	14337	14025
1087	16414	14978	14644
1088	17882	15622	15619
1089	18292	16160	16266
1090	19128	16776	16698
1091	19547	17463	17392
1092	19621	17745	18150
1093	19430	17743	18027
1094	19147	17591	17741
1095	19252	17333	17439
1096	19530	17345	17075
1097	20031	17713	17357
1098	20855	18537	18081
1099	21304	19090	19361
1100	21465	18925	19643
1101	20769	18353	18760
1102	19417	17579	17781
1103	18204	16734	16805
1104	16755	15682	15889
1105	15517	14961	14630
1106	14831	14504	14240
1107	14653	14371	14047
1108	15195	14238	14238
1109	15819	14535	14105
1110	17054	15416	14832
1111	18258	16838	16297
1112	20245	18374	18260
1113	20783	18796	19910
1114	21251	18902	19218
1115	21283	18870	19008
1116	21017	18722	18838
1117	20365	18681	18574
1118	20006	18628	18640
1119	19978	18551	18575
1120	19930	18639	18474
1121	20761	19042	18727
1122	21866	19659	19445
1123	22571	20382	20276
1124	22736	20076	21105
1125	22180	19500	19770
1126	20716	18734	18924
1127	19461	17589	17968
1128	17427	16274	16444
1129	16427	15381	14959
1130	16199	14894	14488
1131	15413	14754	14407
1132	15681	14608	14614
1133	16157	14801	14462
1134	17278	15660	14994
1135	19229	16977	16519
1136	20169	18343	18294
1137	20888	18775	19709
1138	20692	18809	19207
1139	20799	18856	18843
1140	20600	18786	18903
1141	20225	18654	18716
1142	20239	18706	18522
1143	19882	18720	18758
1144	19804	18742	18734
1145	20478	19259	18764
1146	21863	19829	19776
1147	21856	20431	20399
1148	22210	19978	21033
1149	21717	19524	19525
1150	20755	18675	19070
1151	18875	17545	17826
1152	17255	16121	16415
1153	16171	15163	14697
1154	15731	14648	14205
1155	15485	14367	14133
1156	15742	14270	14086
1157	16028	14417	14173
1158	16773	15340	14564
1159	18868	16796	16263
1160	20887	18237	18252
1161	21137	18772	19678
1162	21021	18820	19307
1163	21263	18893	18868
1164	21098	18788	18966
1165	20575	18637	18683
1166	19883	18525	18486
1167	19741	18433	18413
1168	19817	18484	18341
1169	20644	19038	18535
1170	21614	19535	19592
1171	21973	20190	20032
1172	21945	19932	20845
1173	21466	19390	19674
1174	20617	18581	18848
1175	18887	17489	17772
1176	17477	16174	16397
1177	16839	15207	14859
1178	16596	14639	14240
1179	16174	14481	14071
1180	16152	14330	14323
1181	15906	14484	14179
1182	16771	15304	14638
1183	18887	16654	16124
1184	20280	18152	18004
1185	21312	18648	19650
